commit,kind,telemetry_sensitive_diff,retained_paths,absent_paths,classification,subject
4150f8ec068e1e8ffd31d2f23d5004ed32fec140,change,no,1,0,retained/mixed; audit merged runtime,test(cli): cover lifecycle recovery gaps
5d8a34ced2f817266ded59cea191da67d10acd90,change,no,8,0,retained/mixed; audit merged runtime,fix(cli): harden local server lifecycle grammar
68693031fe98f05e5f845d2a7a1eca6ff3c536f9,change,no,1,0,retained/mixed; audit merged runtime,fix(cli): bound lifecycle protocol responses
22215b71e363465be56b65d2a5d5576d338a9758,change,no,2,0,retained/mixed; audit merged runtime,fix(cli): isolate process routing from resource grammar
6e93bd36d80b510fe7a5556f00dd6542acc7c6f7,merge topology,no,0,0,topology; see constituent changes,Merge remote-tracking branch 'origin/main' into task-cli-lifecycle-grammar
4c38eb094fae2d01871d8b3470bad24baa4b09bd,change,no,1,0,retained/mixed; audit merged runtime,test(cli): cover lifecycle review findings
4074ff2bc05f26314bbd8716ab959c31d2bc9bd8,change,no,7,0,retained/mixed; audit merged runtime,fix(cli): close lifecycle review findings
49c446ae423549974be2279b13b45416136663ba,change,no,1,0,retained/mixed; audit merged runtime,test(cli): cover embedded remote stop ownership
7d4ca1d55e84613d94b766340210fe1af8102830,change,no,4,0,retained/mixed; audit merged runtime,fix(cli): document embedded remote ownership
7a0f325fac52b89ce60e4805885db690b855f147,change,no,2,0,retained/mixed; audit merged runtime,test(cli): cover interactive owner stop
a8624dfd869b36a43edfcda0c9a1536e35133e29,change,no,3,0,retained/mixed; audit merged runtime,fix(cli): stop interactive local owners
f0e37f88c5b8cde1f34946239017eec20cd97d91,change,no,1,0,retained/mixed; audit merged runtime,test(cli): cover owner config reload dispatch
006210dd4b51cbe804563c8c4be94b8c060181b2,change,no,2,0,retained/mixed; audit merged runtime,fix(cli): apply reloads in the local owner
84f7450c32130b4caf62637621200ad425ff46b1,change,no,2,0,retained/mixed; audit merged runtime,fix(cli): signal interactive shutdown by disconnect
459345c375780cd6180f343ca17cf6583b4b2d70,change,no,3,0,retained/mixed; audit merged runtime,test(cli): cover final lifecycle review gaps
3f2fec28ab6ce44d6b54bbb2bf3b439201128bdd,change,no,10,0,retained/mixed; audit merged runtime,fix(cli): close final lifecycle review gaps
36676067d2af163a24a9c8c67ce00b4cd11cf887,change,no,1,0,retained/mixed; audit merged runtime,test(cli): cover remote typo help routing
f9e0467ed27d7bfe9a82dfd4fc43d072ead30776,change,no,2,0,retained/mixed; audit merged runtime,fix(cli): preserve remote help routing
f924eb6468bbb67771a746d7c208c819542b1d50,change,no,1,0,retained/mixed; audit merged runtime,test(cli): reject machine lifecycle targeting
e2c85b15c841e58b1d070279105270a099d33e7e,change,no,2,0,retained/mixed; audit merged runtime,fix(cli): reject machine lifecycle targeting
58d8650a4fec6330631ef39c7796b8af32c3aed1,change,no,1,0,retained/mixed; audit merged runtime,test(cli): assert lifecycle timeout bounds
674bf97eef5d6360e5cfb4daec2297e531223158,change,no,1,0,retained/mixed; audit merged runtime,test(cli): cover interactive session shutdown
b6e4b9fb09bbd12fffe10d875e65387e9509f9af,change,no,4,0,retained/mixed; audit merged runtime,fix(cli): unify local shutdown completion
d1021fbbc3d4c044d3d79425dbd14c6a614e714c,change,no,1,0,retained/mixed; audit merged runtime,test(cli): cover reload mailbox overflow
fd5d79a3001d71a67d05fc0fdd986862a48d4274,change,no,3,0,retained/mixed; audit merged runtime,fix(cli): isolate owner reload delivery
dcfbf2ca7eadd1cb5b6364888a39bee509ee1548,change,no,1,0,retained/mixed; audit merged runtime,test(cli): cover shutdown ack flush ordering
158f4c6eda93ab2e9028684a11941aa1f6fee7bf,change,no,1,0,retained/mixed; audit merged runtime,fix(cli): flush shutdown reply before owner exit
5639228d24b352157e874c8dcd45f5fde71ac7fd,change,no,3,0,retained/mixed; audit merged runtime,test(cli): cover lifecycle shutdown fences
3eca049dca45517e20be59d6e2f6167693840253,change,no,3,0,retained/mixed; audit merged runtime,fix(cli): preserve lifecycle shutdown fences
5e5220616caa56f2ab2665ad5e3d55cfd6b582c9,change,no,1,0,retained/mixed; audit merged runtime,test(cli): cover owner event loop wake
0e4d869fb14cf9181ced704541c8fb16bb187193,change,no,2,0,retained/mixed; audit merged runtime,fix(cli): close owner reload receiver on exit
1b0400aee67b1d1d9cfb5b7052397e360d486ac3,merge topology,no,0,0,topology; see constituent changes,Merge remote-tracking branch 'origin/main' into task-cli-lifecycle-grammar
1a4c8f09e013cc5fb8ab92d36dd7b3fff0efce75,change,no,1,0,retained/mixed; audit merged runtime,fix(cli): repair lifecycle conformance build
a20f6f677a46e56bd136bf90733a30566e4b7a78,change,no,1,0,retained/mixed; audit merged runtime,test(cli): replace lifecycle readiness sleeps
1754fff692c9b895cce41040f005b4612bfa3be6,change,no,7,0,retained/mixed; audit merged runtime,style(cli): apply hosted rustfmt output
c178ff48efe46cffe60654171746ea594319db83,change,no,4,0,retained/mixed; audit merged runtime,fix(cli): repair hosted lifecycle gates
74705bedc7e2fb13d457e3c79de86f020dd84b6e,change,no,1,0,retained/mixed; audit merged runtime,test(cli): cover server start secret rejection
2e6f08f248752523d50e10ff28b5cfb16fe8f9b3,change,no,2,0,retained/mixed; audit merged runtime,fix(cli): keep rejected relay tickets private
5d7248ed8e5763b09e5cc25e85327772efd7beed,change,no,1,0,retained/mixed; audit merged runtime,test(cli): keep cross-session errors private
9cc12dc6d25e31701d58eb6e026ed51f88a91b70,change,no,2,0,retained/mixed; audit merged runtime,fix(cli): redact cross-session lifecycle errors
e3df6e1aa0fd598ecfc8b742c3fe59fef6a874e5,change,no,1,0,retained/mixed; audit merged runtime,refactor(cli): remove stale session binding
081ad824acce0b83be386ccd123d2ff8b039f763,change,no,1,0,retained/mixed; audit merged runtime,test(cli): import owner-loop deadline type
c6b9d23bb955483132573a5fb62789b1a8b3a46b,change,no,2,0,retained/mixed; audit merged runtime,test(cli): cover review lifecycle races
5e2d5d2e01ad475600d3a9e5a8a16916bf79daa6,change,no,5,0,retained/mixed; audit merged runtime,fix(cli): close lifecycle review races
1c8cb0a2380c18c8a9fbd4c3558829f599949c3e,change,no,4,0,retained/mixed; audit merged runtime,fix(cli): preserve start help during validation
b72d652a7c3cfb293be03b85bdb7b5e93aff6a51,change,no,3,0,retained/mixed; audit merged runtime,fix(cli): keep accepted shutdown fenced
9fe36492384c3ab5648c81a70a760569b22813ec,change,no,2,0,retained/mixed; audit merged runtime,fix(cli): route start options by grammar
da3cee0f11840391e6dedafe39288694216ed45a,change,no,2,0,retained/mixed; audit merged runtime,style(tui): apply hosted rustfmt
3fcc3ef3695e2055df330d6b78e3e1986aa87e8f,change,no,1,0,retained/mixed; audit merged runtime,fix(tui): satisfy hosted shutdown checks
9a480effec2e60d3913bf3d31cba785e2857cb34,change,no,2,0,retained/mixed; audit merged runtime,fix(tui): keep owner shutdown bound across machines
4f5e5e1f12b3777eea6d473143cc6474532e4f4e,change,no,1,0,retained/mixed; audit merged runtime,fix(tui): satisfy hosted owner lint
1d34506b106898f92be454d4f288a3f0ebb58207,change,no,2,0,retained/mixed; audit merged runtime,test(tui): cover lifecycle closeout edge cases
6e872e907256216b47ca32d9e7f3b83a11774987,change,no,2,0,retained/mixed; audit merged runtime,fix(tui): harden lifecycle shutdown output
7c43264f532a2137ecd22c42305ed09a05583a54,merge topology,no,0,0,topology; see constituent changes,Merge current main into task-cli-lifecycle-grammar
8a5abc14ae2a6288861f6d4ea0f3607b8d628967,change,no,2,0,retained/mixed; audit merged runtime,test(tui): cover lifecycle closeout review paths
dd75b8f61b4d454b440cf7594ac22fbbb2262e89,change,no,3,0,retained/mixed; audit merged runtime,fix(tui): close lifecycle review gaps
3c4d22c8b8b7bf19ddbce1020aad8e4d02c5845d,change,no,1,0,retained/mixed; audit merged runtime,style(tui): apply hosted rustfmt
9d79d919c8a57ec9f1e7798a0beb33b8c377533c,change,no,1,0,retained/mixed; audit merged runtime,test(tui): cover lifecycle startup races
e79a34bb5ed2cafa60a1cdc0ef0628f2276f119c,change,no,3,0,retained/mixed; audit merged runtime,fix(tui): close lifecycle startup races
685d6538b1fea941b8b1af20dd89c73c80c1fbe8,merge topology,no,0,0,topology; see constituent changes,Merge current main into task-cli-lifecycle-grammar
911f16df14d08362aa8622dee1334774fbe96121,change,no,3,0,retained/mixed; audit merged runtime,style(tui): apply hosted rustfmt
95873a15d7c11383dc9922a4777188b9585e0de7,change,no,1,0,retained/mixed; audit merged runtime,test(tui): qualify owner reload worker
0968d0bdfee7da4e088aacc79654ef60653e1c66,change,no,2,0,retained/mixed; audit merged runtime,test(tui): harden lifecycle failure harness
23db759f8e6b5287af13b4232dd9c0abcca0fd5e,merge topology,no,0,0,topology; see constituent changes,Merge current main into task-cli-lifecycle-grammar
3d43760a69f0d73196a8a7e33ef0335fba982ae7,change,no,1,0,retained/mixed; audit merged runtime,fix(tui): prioritize inline relay secret rejection
8a1ca9ae32de8fefd496e62b2eec05a561e7a48a,change,no,2,0,retained/mixed; audit merged runtime,test(tui): cover lifecycle completion races
78681b5e365b88acd61d2e4398e287cb0588c7a4,change,no,5,0,retained/mixed; audit merged runtime,fix(tui): synchronize server lifecycle readiness
dbaaee1817a4561feccfcd5e18e1a53d39e47ba6,change,no,2,0,retained/mixed; audit merged runtime,test(tui): cover final lifecycle review gaps
655ca1401b4ff0d93d0e9ee43ab92bd116449f63,change,no,3,0,retained/mixed; audit merged runtime,style(tui): apply hosted lifecycle rustfmt
d2384c596cbb18902a65558905c769abfdc68599,change,no,1,0,retained/mixed; audit merged runtime,fix(tui): expose atomic handoff commit internally
9a99daa72aad9dbdf27a19bae01937472481ffd1,change,no,1,0,retained/mixed; audit merged runtime,test(tui): repair lifecycle readiness harness
e63cd0b740ff33fc9526865f154617617a242534,change,no,2,0,retained/mixed; audit merged runtime,fix(tui): close exact-head lifecycle findings
e09baa7ccd3e574b3c29c29d769231439ae6988d,change,no,3,0,retained/mixed; audit merged runtime,test(tui): cover lifecycle readiness receipts
5f80c59eb92c62a16cd949ca646be61bee5cd1fd,change,no,2,0,retained/mixed; audit merged runtime,style(tui): format lifecycle regression tests
508bffabcd77b7bf159caa6af6ec2223bfa5540a,change,no,8,0,retained/mixed; audit merged runtime,fix(tui): publish lifecycle owner readiness
db46de7776a1fbbeec60b36fb3027aa8279d389c,change,no,1,0,retained/mixed; audit merged runtime,style(tui): format lifecycle identify tests
23bd7e5c92ae5ca6b0fd910e0048915065fecbf3,change,no,34,0,retained/mixed; audit merged runtime,fix(tui): publish lifecycle readiness in SDK schema
99db4f04819e4e3ada8aecec0302e9e0dcc7dd91,change,no,2,0,retained/mixed; audit merged runtime,test(tui): expose reload ownership races
3ff17062c45657afb47edb87671cf5a900825eb6,change,no,1,0,retained/mixed; audit merged runtime,style(tui): format reload ownership test
d9f93ce0f92cd98eb90f5a00745410d72185248c,change,no,4,0,retained/mixed; audit merged runtime,fix(tui): make owner reload completion authoritative
a197119f6acb33baf6e2cde8dba6aca98cd67f2c,change,no,2,0,retained/mixed; audit merged runtime,style(tui): format reload completion errors
34ea6cc32e0dd81ff13a083bb7c411d828eaa1be,change,no,2,0,retained/mixed; audit merged runtime,fix(tui): reject relay tickets before help
83246496ce5ce3697028a1bd5208ca053dde819b,change,no,2,0,retained/mixed; audit merged runtime,fix(tui): keep relay validation outside resource inventory
abc85ab06494594f494ddb88c0a7098089326cf1,change,no,2,0,retained/mixed; audit merged runtime,test(tui): cover paused resource lifecycle routes
9f818adaf56d101abd50d4b7d7f3e3c951fcb065,change,no,3,0,retained/mixed; audit merged runtime,fix(tui): close lifecycle routing gaps
f0c2f7aeb9bff5511d4958ced57026a00009522d,change,no,1,0,retained/mixed; audit merged runtime,test(tui): preserve relay literals in resource values
9d87c3b5a5e45e74b9215906543618429cd4af04,change,no,1,0,retained/mixed; audit merged runtime,style(tui): format resource value regression
f182f3a016f6621ec567e0003eda32054938584c,change,no,2,0,retained/mixed; audit merged runtime,fix(tui): preserve resource option values
328af43cfdc6c68b49066ded85d31338f8fb7250,merge topology,no,0,0,topology; see constituent changes,Merge remote-tracking branch 'origin/main' into task-cli-lifecycle-grammar
c792e7e948d42bffd6623fba9ce5ec202d755ee3,change,no,1,0,retained/mixed; audit merged runtime,fix(tui): preserve shared mux shutdown access
e5c3b310fade6cb3dadb07d807113e4e397e27e0,change,no,2,0,retained/mixed; audit merged runtime,fix(tui): keep daemon handoff ack-ordered
8362055f97a6e58feacb548188a7c2760696c978,change,no,3,0,retained/mixed; audit merged runtime,test(tui): cover remaining lifecycle review gaps
67becf843424bebccaca811f6c931fe567eada4d,change,no,2,0,retained/mixed; audit merged runtime,fix(tui): close lifecycle review gaps
9f6e14321547dfabd3731757768e6fe0b5297b2d,change,no,1,0,retained/mixed; audit merged runtime,test(tui): preserve relay helper argument literals
35c79f35ae8b6d5fc2983875205e7d875d4bfe7d,change,no,1,0,retained/mixed; audit merged runtime,style(tui): format relay helper regression
2d7c6aff442eae954c39d384c42cec79406a3305,change,no,1,0,retained/mixed; audit merged runtime,fix(tui): preserve relay helper argument literals
127d6732d4ae58c6e293d3424208a9091cb4ac5f,change,no,3,0,retained/mixed; audit merged runtime,test(tui): cover lifecycle response review gaps
8aa038b5579d8fe46bafb012ae8e1cf7b176fa60,change,no,3,0,retained/mixed; audit merged runtime,fix(tui): validate lifecycle response contracts
ff5ae4206d06c8035c430f44738a3f0c3993050b,change,no,1,0,retained/mixed; audit merged runtime,style(tui): format lifecycle response handling
a4db2d196cdfea2eb404d0b67e3a450adea2a631,change,no,1,0,retained/mixed; audit merged runtime,test(tui): preserve lifecycle JSON errors
e06e93d7e94516ce4bf664459c390b202a65e9f0,change,no,1,0,retained/mixed; audit merged runtime,test(tui): use current lifecycle resource protocol
f489d751076c03add8fcbc3beb0e11fe630499af,change,no,1,0,retained/mixed; audit merged runtime,fix(tui): preserve lifecycle JSON error messages
db9adeff4ab2810bb727efb253f3d544a18519b0,change,no,2,0,retained/mixed; audit merged runtime,fix(tui): satisfy lifecycle clippy gate
54b2e0ef43b559894f6570e0e526e4715527735d,change,no,1,0,retained/mixed; audit merged runtime,test(tui): wait for owner lifecycle readiness
4d0b246a6fb166abd1bff1350de008fa902082a6,change,no,2,0,retained/mixed; audit merged runtime,fix(tui): preserve canonical CLI usage errors
8570beb24bf30ada476699ae7dad71738604ec52,change,no,1,0,retained/mixed; audit merged runtime,test(tui): accept indeterminate key delivery
a4370ff107f82652f9d1ecddf307586150c90f33,change,no,2,0,retained/mixed; audit merged runtime,test(tui): cover final lifecycle review gaps
ceabe59232253160c99b3e27ad1a96dbbf8d5c19,change,no,3,0,retained/mixed; audit merged runtime,fix(tui): close final lifecycle review gaps
400fbaecf411bce36136be6dbaa698d22638a0a4,change,no,1,0,retained/mixed; audit merged runtime,test(tui): use the lifecycle mux fixture directly
5a4cfaf3769e314e6ed067d797cd8ee530e3ced8,change,no,1,0,retained/mixed; audit merged runtime,test(tui): preserve authoritative stop completion
88c49d1f4818e88c0f1683be7c1ae2930c99e1c0,change,no,1,0,retained/mixed; audit merged runtime,fix(tui): preserve authoritative stop completion
ddfc6f799a61a365be15fc4726147cb7eebb54b3,change,no,1,0,retained/mixed; audit merged runtime,style(tui): format stop completion coverage
87ab1555fb8cbc81bcd9c06a669dd0e92f3252d3,merge topology,no,0,0,topology; see constituent changes,Merge remote-tracking branch 'origin/main' into task-cli-lifecycle-grammar
81aca8f6a33d19442b41b711589c1ca8c77c6fc8,change,no,1,0,retained/mixed; audit merged runtime,test(tui): remove shutdown scheduler race
74ea49b4af436b72b9a97f027786fa5037f8f881,change,no,1,0,retained/mixed; audit merged runtime,test(tui): close Kitty runtimes explicitly
5dab53fca23fc462f7f551634f1c58cfdcd26af4,change,no,1,0,retained/mixed; audit merged runtime,fix(tui): retire unregistered Kitty surfaces
5a636ace9e20072cc19a182d197d6c4b3066b15e,change,no,1,0,retained/mixed; audit merged runtime,fix(tui): release unregistered Kitty quota
151a48c688f2a845043a0b6938fb6396dee044da,change,no,1,0,retained/mixed; audit merged runtime,test(tui): accept oversized-frame peer close
643939b0827d777dd3dafe213421d8cbbbfd6bd6,change,no,1,0,retained/mixed; audit merged runtime,style(tui): apply hosted rustfmt
b093ca6475bf080f304124c7fa92595c339d7b88,merge topology,no,0,0,topology; see constituent changes,Merge remote-tracking branch 'origin/main' into task-cli-lifecycle-grammar
db312c6297c1bade1ee158ce5a7e2aa7da98c020,change,no,1,0,retained/mixed; audit merged runtime,fix(tui): accept reconnect before topology binding
a7252fdebf8e8f71a1d5eb9cd88ffee4dda5e59d,change,no,1,0,retained/mixed; audit merged runtime,style(tui): apply hosted rustfmt
fa363ef2a8d965bbb49c2f7dc9d7fe8127d9d59c,change,no,2,0,retained/mixed; audit merged runtime,fix(tui): bind pending host callbacks exactly
6faa8b14a153129e15e4273217ea6659dfb74d05,change,no,1,0,retained/mixed; audit merged runtime,fix(tui): keep pending host storage portable
4c441f6d910e66c2dc3adbcc231c5880fd215da2,change,no,1,0,retained/mixed; audit merged runtime,fix(tui): cover running host publish window
c3c3d0cdcfd143f74a6550ae84c7e077297f9335,change,no,2,0,retained/mixed; audit merged runtime,style(tui): apply hosted rustfmt
7c14c574564b234cfd97a51a896457af4f8e69b2,change,no,1,0,retained/mixed; audit merged runtime,fix(tui): own pending host cleanup guard
f46ca1176fd73393a8cbd3861f289b1cd9174e34,change,no,4,0,retained/mixed; audit merged runtime,fix(tui): close lifecycle review gaps
5db9360501b95a11c81ef1c138e8f5583a7da4d4,change,no,4,0,retained/mixed; audit merged runtime,"Revert ""fix(tui): close lifecycle review gaps"""
901c56ce1e625407f1b4afe4140b688c662b422a,change,no,3,0,retained/mixed; audit merged runtime,test(tui): expose stopped-owner reload localization
48f6bac78d8b5b459a2c5a1023b7e178c8f1272d,change,no,1,0,retained/mixed; audit merged runtime,style(tui): format lifecycle regression coverage
58c17ceb373cd930f2b58d5ed43e48ee42a02880,change,no,3,0,retained/mixed; audit merged runtime,fix(tui): localize stopped-owner reload failures
9c018f9b173027882a36e0f286f7ea76be1f2cfa,merge topology,no,0,0,topology; see constituent changes,Merge remote-tracking branch 'origin/main' into task-cli-lifecycle-grammar
0f77254aef8cb8ea956ebd134fee1621aad7affa,change,no,1,0,retained/mixed; audit merged runtime,style(tui): apply hosted lifecycle rustfmt
69995dd2fd0f8b7db7325d68b492510d7a091f38,change,no,1,0,retained/mixed; audit merged runtime,test(tui): correct restart terminal snapshot expectation
4a3bf32e8d7677316b0ebd7247b2a9c0ab7faa99,change,no,2,0,retained/mixed; audit merged runtime,fix(tui): reconcile terminal close replay revisions
236f57ff60778996fcc658fdf3b2ad14fe34d221,merge topology,no,0,0,topology; see constituent changes,Merge origin/main into task-cli-lifecycle-grammar
eac01358e9e4f8525d5f9163f24824ee6122c358,change,no,1,0,retained/mixed; audit merged runtime,test(tui): require lifecycle readiness protocol bump
badbd88db672073f80198987c56cb608832e00ef,change,no,1,0,retained/mixed; audit merged runtime,test(tui): cover lifecycle-ready protocol advertisement
65dc8ab3000491957180f1b792139e0aac07d7c6,change,no,81,0,retained/mixed; audit merged runtime,fix(tui): bump lifecycle readiness protocol to 12
d12a942ab75a59a0658428e331b93c97fffbcb44,change,no,1,0,retained/mixed; audit merged runtime,test(tui): preserve explicit close tombstone across restart
d2f146744c9a9fcfe77f418698ca43c1832f255c,change,no,1,0,retained/mixed; audit merged runtime,test(tui): retain detached exit receipt in snapshot
70d80b174ec82a7d8f3b829507b75d3e662f91ad,merge topology,no,0,0,topology; see constituent changes,Merge remote-tracking branch 'origin/main' into task-cli-lifecycle-grammar
e2852c493d2bcaa2fa8e75e2ab8b81f5d2c47800,merge topology,no,0,0,topology; see constituent changes,Merge remote-tracking branch 'origin/main' into task-cli-lifecycle-grammar
7ca4cec15dc85f99cdbf3562f5ef3c0026d66b9c,merge topology,no,0,0,topology; see constituent changes,Merge remote-tracking branch 'origin/main' into task-cli-lifecycle-grammar
11acc4805893c0bcaa00026cac43854a16e70bbf,merge topology,no,0,0,topology; see constituent changes,Merge remote-tracking branch 'origin/main' into task-cli-lifecycle-grammar
36cfc19d45bfe54a340fc55e8f65e80322d034dd,change,no,4,0,retained/mixed; audit merged runtime,test(tui): freeze protocol 11 conformance baseline
8c74ab408d5f1992939f9a895b52a1ebaf50ac30,merge topology,no,0,0,topology; see constituent changes,Merge remote-tracking branch 'origin/main' into task-cli-lifecycle-grammar
784cecf336fbf7469ce534377ebd2140e36a7b63,change,no,2,0,retained/mixed; audit merged runtime,docs(tui): correct protocol 12 event count
dad25310f4675c16bf0cc134ed57c6b1983cf735,merge topology,no,0,0,topology; see constituent changes,Merge remote-tracking branch 'origin/main' into task-cli-lifecycle-grammar
89b75e4c3db3c816a4587df9c3b5ef6f77ac0100,merge topology,no,0,0,topology; see constituent changes,Merge remote-tracking branch 'origin/main' into task-cli-lifecycle-grammar
64aecd5833125bb99869a18fc2c3b7819b1bf80a,merge topology,no,0,0,topology; see constituent changes,Merge remote-tracking branch 'origin/main' into task-cli-lifecycle-grammar
fa5e8bc5fe14145575ae368f50e052366354c7a5,change,no,1,0,retained/mixed; audit merged runtime,test(tui): avoid shutdown flush deadlock
f28115d94f4bb1f38b893d0349b9cf6e0312e157,change,no,1,0,retained/mixed; audit merged runtime,test(tui): opt in to sensitive journal tail
5561e4543559484b83eed1d1389f4009fbd1e1be,change,no,1,0,retained/mixed; audit merged runtime,test(tui): require journal sensitivity fixtures
2696d60b2b929ba969604a88190c7aefcaa1c4c6,change,no,1,0,retained/mixed; audit merged runtime,style(tui): apply hosted rustfmt
f6ecd39c3613c4691552405c43b6eb76cc3d1aa8,change,no,1,0,retained/mixed; audit merged runtime,fix(tui): bind detach fence to smart renderer
7673659876f7d4c1f60e8b150c418f396e396c98,change,no,1,0,retained/mixed; audit merged runtime,test(tui): synchronize stalled host timeout
abfc0344afd99f9d5cd4210c6f778561f45c8284,change,no,1,0,retained/mixed; audit merged runtime,test(tui): complete Linux proc stat fixture
2f8eda988d13618da84e8309d00529e66469cee7,change,no,1,0,retained/mixed; audit merged runtime,fix(tui): accept terminal stop connection close
dcba51a2f3a6ff94c5c67c97a764c6dcccd8319e,change,no,1,0,retained/mixed; audit merged runtime,style(cmux-tui): apply hosted rustfmt
c5d5e41d3e0036e24f78e3f7f05442e6da1e845f,change,no,1,0,retained/mixed; audit merged runtime,fix(tui): classify deadline socket close
8ba2f6a69eeb8986770c5ee6cf687fc79deee1f3,change,no,1,0,retained/mixed; audit merged runtime,fix(tui): restore staged state after reset mismatch
1e3290c3b1353d9c7566cc740f23cc70ea7393c3,change,no,1,0,retained/mixed; audit merged runtime,test(tui): cover transport close after stop ack
3cdaf444e3f6bd2cb19260b71af5022a00ffbdff,change,no,1,0,retained/mixed; audit merged runtime,fix(tui): accept transport close after stop ack
71d80faac07992683f5165bfdea72a0598eb83bf,merge topology,no,0,0,topology; see constituent changes,Merge pull request #9840 from manaflow-ai/task-cli-lifecycle-grammar
07a4bef1467288897bdb43ee1e36853b39dcbcb4,change,no,19,5,retained/mixed; audit merged runtime,Add chromeless Dock browser controls
bf743ad8b03d0ae1b1ee859c1ef9441be6eab595,change,no,3,1,retained/mixed; audit merged runtime,Preserve chromeless browser policy
a978650bb07aeca4c3ee6882ad3a11ac0118f871,change,no,1,0,retained/mixed; audit merged runtime,Fix browser chrome toggle return
b2d2c827d5f5d9d8c3b0283990d530d853ca763f,change,no,4,20,retained/mixed; audit merged runtime,Address chromeless browser review feedback
f6a08aa9b3cd891454b4f537333fbc7d921fc6b1,change,no,1,19,retained/mixed; audit merged runtime,Fix Dock locale schema placement
f84d774b2827c779f8451ccb962d1a09ca8e7ddc,change,no,0,2,excluded or superseded paths,Keep localized Dock metadata within SEO bounds
3890650b0d787b7cb205315f0b8bb4fe7747071b,change,no,1,0,retained/mixed; audit merged runtime,Require restored diff viewer URL in test
a9b7f8aa038a909eea77fcccccc7710122ca4a26,change,no,1,0,retained/mixed; audit merged runtime,Test Dock browser focus precedence
784841e58d22623b1d7655b3d1596a2c739fa3b5,change,no,1,0,retained/mixed; audit merged runtime,Test Dock browser routing after focus moves
32822bf5ddc1f0d0d9d7d2550167b351043cdf0c,change,no,1,0,retained/mixed; audit merged runtime,Test Dock browser tab context routing
e78fe95df40c1230455a135c3fd78c3c22044f13,change,no,1,0,retained/mixed; audit merged runtime,Test workspace Dock browser socket routing
11b8615812b6685421f3a8229b7da2b5ecfafad8,change,no,50,1,retained/mixed; audit merged runtime,Give Dock browsers main-pane feature parity
27adb030efaf03eb1be9692be024cc0b10a7b336,merge topology,no,0,0,topology; see constituent changes,Merge remote-tracking branch 'origin/main' into issue-9869-dock-chromeless-browser
86f1cd7939ede3edb4f42f74c8984c87d1b9c5ed,change,no,1,0,retained/mixed; audit merged runtime,Restore current Ghostty pointer after main merge
6c9e014d2b9a726cec8e0e8fe0dd36aa1a960807,merge topology,no,0,0,topology; see constituent changes,Merge remote-tracking branch 'origin/main' into issue-9869-dock-chromeless-browser
27c3bd571307ff619c6804f94d398f51bf8df7a7,change,no,2,0,retained/mixed; audit merged runtime,Fix Dock browser parity compilation
36e4237f99d3e049112aff98efa81fcdf2772e11,merge topology,no,0,0,topology; see constituent changes,Merge remote-tracking branch 'origin/main' into issue-9869-dock-chromeless-browser
95d49aa687d838709fb03896e7d032befa99cab7,change,no,2,0,retained/mixed; audit merged runtime,Fix Dock menu routing compilation
79fbedaa1b78c5bf79ab002197884ce79bd1cdbb,change,no,2,0,retained/mixed; audit merged runtime,Fix Dock browser parity test compilation
70e074052234acbdf25132986817b5bd57dfc047,change,no,2,0,retained/mixed; audit merged runtime,Fix merged test API drift
9477539657a13a5255587782ba4a86fb05a9b43c,change,no,11,0,retained/mixed; audit merged runtime,Split browser parity value types
3b27a684c83c47927d27c1673bf5c20fffe4625f,change,no,2,0,retained/mixed; audit merged runtime,Remove Dock socket test seam
c80f74a6aa8429e374b7e50b8e31a0be77747beb,change,no,3,0,retained/mixed; audit merged runtime,Use Swift Testing for Dock omnibar coverage
a0cccf6c49297c4f60b318c56085a0da9ac9f98b,change,no,1,0,retained/mixed; audit merged runtime,Fix Dock browser callback test typing
869ba5d7c7dc21decda8235fe1ad31152e75d765,change,no,1,0,retained/mixed; audit merged runtime,Isolate Dock socket test helper to main actor
d66c3c28075dcdfe1a932919e2e73f99216a9199,merge topology,no,0,0,topology; see constituent changes,Merge remote-tracking branch 'origin/main' into issue-9869-dock-chromeless-browser
3af875b9e735825519727801dc6faf3334e32f36,change,no,1,0,retained/mixed; audit merged runtime,Test notification-derived Dock unread toggles
6f88cbdf6192511431248024950a73e068dfcb19,change,no,3,0,retained/mixed; audit merged runtime,Unify Dock and workspace unread toggles
31602bb377a267e0863593b9843a4c0ccd2d22ee,merge topology,no,0,0,topology; see constituent changes,Merge remote-tracking branch 'origin/main' into issue-9869-dock-chromeless-browser
7e567e43f3080eb33b35c16517bb23e117de158e,change,no,1,0,retained/mixed; audit merged runtime,Test window Dock manual unread toggles
5e4007d3ff9e041a8667a6f9a82bb33ce8478a7f,change,no,1,0,retained/mixed; audit merged runtime,Fix Dock shortcut notification test harness
cf311e0b79bedbb26e00d799d0df32aee177d71e,change,no,1,0,retained/mixed; audit merged runtime,Enable Dock beta in shortcut test harness
766c95ad364664b2aceb451c36911592390a11be,change,no,2,0,retained/mixed; audit merged runtime,Fix Dock unread and browser focus fallbacks
8513cdd0bb7422c4e116630b36221a6ce2cc4f80,change,no,1,0,retained/mixed; audit merged runtime,Restore Dock beta fixture on early exits
b6ac6716e385734932325baff4d941a1fc882d73,merge topology,no,0,0,topology; see constituent changes,Merge remote-tracking branch 'origin/main' into issue-9869-dock-chromeless-browser
